Points,O.Points,Assists,O.Assists,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,OffensiveRebounds,O.OffensiveRebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,TwoPointersMade,TwoPointersAttempted,O.TwoPointersMade,O.TwoPointersAttempted
70,77,14,14,9,6,42,39,28,22,22,23,14,18,12,10,8,3,16,19,4,5,15,14,22,64,22,63
97,100,21,20,3,2,30,25,21,21,28,18,21,14,7,10,5,5,18,28,4,14,11,10,32,50,22,50
94,101,18,22,10,12,37,30,28,19,31,34,21,21,14,7,8,10,13,17,5,6,16,9,29,68,31,63
94,100,18,26,5,11,32,31,24,16,24,25,19,17,12,17,4,6,16,23,5,9,12,11,30,66,28,62
98,85,22,14,6,6,36,34,18,20,24,21,14,18,24,16,8,3,17,19,6,3,9,17,33,79,29,67
117,115,24,27,5,7,33,43,22,27,30,17,25,13,9,7,16,8,22,23,6,8,13,27,37,78,39,69
95,97,18,20,3,2,32,33,13,14,15,14,12,12,6,7,6,9,22,23,7,9,17,13,31,58,29,58
99,96,27,18,6,10,33,35,16,15,15,18,9,14,7,13,7,9,19,19,8,8,14,12,33,65,29,68
80,86,17,16,3,6,29,35,14,11,11,16,11,10,10,8,9,11,22,22,7,6,15,14,24,59,29,58
96,81,23,19,8,6,35,27,21,28,28,25,23,18,13,13,7,7,18,22,5,9,13,12,29,65,18,59
88,94,21,20,3,1,24,30,25,16,17,35,10,26,7,8,11,5,18,19,4,10,14,17,33,57,19,45
99,93,19,18,8,8,41,36,19,20,30,20,22,16,6,10,6,10,24,25,9,7,18,13,25,52,28,64
89,96,19,24,8,3,30,30,24,14,11,26,5,24,14,9,5,7,14,11,2,4,13,11,39,77,30,67
82,80,20,19,7,9,25,30,13,17,11,12,9,12,19,10,9,6,22,10,5,2,11,15,29,67,31,63
92,88,19,20,8,7,35,30,18,26,32,16,25,13,8,13,9,7,15,22,5,9,10,10,26,56,24,61
108,105,25,24,6,5,27,30,22,30,37,24,30,14,17,12,11,8,14,16,2,7,13,19,36,73,35,67
113,90,28,22,3,1,34,23,14,18,23,20,13,16,7,8,8,6,29,21,14,6,13,14,29,46,28,58
116,107,25,13,2,4,29,32,20,21,30,29,20,25,4,12,10,4,25,37,12,12,6,13,30,54,23,47
98,90,19,23,5,2,31,31,19,11,12,25,11,18,9,7,11,8,27,19,7,6,14,19,33,61,27,53
86,90,21,23,4,7,31,25,22,18,14,27,13,19,15,18,11,16,18,15,9,5,24,17,23,63,28,68
102,113,26,29,6,3,23,26,16,12,10,17,7,12,7,14,5,9,24,17,11,7,14,12,31,54,40,71
99,85,26,19,11,2,40,33,15,15,11,11,8,10,13,16,8,5,21,20,9,7,15,12,32,65,27,72
107,105,20,21,8,4,33,36,24,21,16,26,13,20,10,18,8,5,26,16,10,5,11,11,32,67,35,83
99,94,20,27,10,8,28,21,19,28,26,10,23,9,7,16,8,9,10,19,4,7,19,16,32,59,32,75
95,85,19,20,10,4,34,27,21,20,27,16,17,12,14,9,4,5,14,12,8,3,16,12,27,63,32,69
95,74,22,17,3,1,33,34,20,17,22,23,15,20,14,4,11,4,36,13,12,0,10,17,22,48,27,56
101,89,23,22,8,5,38,32,16,16,23,17,17,13,7,9,7,15,27,20,10,8,17,12,27,49,26,65
99,84,23,19,9,8,31,32,16,17,22,21,17,15,12,15,9,11,13,11,6,3,12,15,32,70,30,71
113,103,29,18,6,5,29,22,24,19,22,31,22,28,14,7,10,11,21,19,9,7,18,14,32,62,27,56
96,102,19,18,4,6,35,32,24,20,20,28,16,20,13,13,6,10,21,29,8,8,19,13,28,62,29,53
98,107,18,25,7,8,23,32,16,25,29,19,22,16,8,11,4,1,12,17,4,5,11,14,32,66,38,62
85,111,15,33,5,3,26,38,22,22,25,24,18,18,14,11,6,10,21,11,7,5,13,11,23,62,39,71
83,82,21,15,6,8,26,27,17,18,19,22,15,17,7,14,10,9,10,19,2,7,13,18,31,65,22,56
93,115,21,32,3,3,35,44,15,25,36,8,26,7,10,10,6,10,26,24,5,10,11,11,26,58,39,75
102,72,25,16,2,0,32,30,15,18,21,15,14,11,11,10,9,8,27,20,8,7,12,21,32,52,20,52
86,99,20,16,4,4,28,30,20,16,24,24,19,19,7,18,7,9,17,11,5,4,15,12,26,57,34,74
103,102,26,15,6,0,28,36,18,23,23,17,16,13,13,9,5,5,35,24,13,9,9,12,24,50,31,58
77,88,18,25,4,9,30,37,16,21,15,16,10,11,11,5,5,8,13,24,3,7,10,13,29,70,28,48
103,88,28,22,4,3,27,27,12,20,20,8,15,6,11,11,9,6,25,16,12,6,12,17,26,56,32,65
114,106,28,24,5,8,31,30,18,29,32,25,26,21,17,11,15,10,23,14,6,7,16,19,35,71,32,70
97,122,13,27,1,5,21,35,19,25,34,29,29,22,21,17,7,6,24,18,6,8,9,11,25,67,38,67
103,96,29,14,13,1,38,36,24,19,20,32,17,25,5,8,6,6,30,23,8,7,7,12,31,55,25,55
98,111,23,22,7,4,27,30,17,9,11,24,6,19,10,11,6,13,25,34,10,14,17,14,31,58,25,46
95,94,25,21,8,1,22,27,12,15,12,15,10,11,14,16,9,5,29,20,11,11,10,14,26,51,25,60
80,71,16,14,5,1,33,29,19,21,19,20,14,13,18,10,7,10,11,11,6,2,18,16,24,69,26,64
96,109,15,18,2,4,32,36,18,16,16,24,9,19,13,6,8,13,31,29,9,10,17,17,30,59,30,49
102,93,31,25,3,2,36,28,22,15,8,12,8,8,6,15,9,7,14,25,6,7,17,17,38,68,32,71
76,88,15,19,7,5,26,30,17,15,19,17,11,13,8,12,4,9,20,22,7,5,15,11,22,51,30,56
101,90,29,15,10,5,31,33,17,17,15,24,11,19,7,18,5,5,22,13,8,3,7,16,33,63,31,70
107,93,22,23,7,4,34,28,21,19,30,21,27,15,15,9,9,9,14,20,4,6,12,16,34,71,30,59
98,93,18,15,12,3,25,33,29,22,26,34,18,27,12,18,10,7,15,8,6,2,15,20,31,71,30,72
100,89,28,18,10,2,31,24,15,18,24,19,21,14,12,11,4,7,9,10,5,5,12,9,32,65,30,71
99,113,19,25,7,2,22,23,26,24,30,27,20,23,11,13,6,8,16,24,7,12,15,14,29,54,27,51
103,92,25,18,14,1,18,35,18,21,23,19,18,14,6,18,12,5,25,17,13,4,8,19,23,52,33,69
101,100,21,24,10,8,32,33,18,23,27,22,21,14,16,21,6,5,31,24,10,10,11,10,25,57,28,71
107,100,19,23,4,2,29,26,13,21,29,15,25,13,6,14,9,6,11,35,4,13,11,13,35,61,24,51
90,92,16,23,3,8,26,30,19,24,22,16,17,13,12,18,8,5,17,20,7,5,13,15,26,60,32,63
112,106,23,28,10,9,45,36,17,25,42,18,29,16,13,9,11,12,19,36,7,14,15,14,31,68,24,59
103,96,25,23,2,3,28,26,15,24,34,17,29,17,16,7,8,11,18,27,6,9,14,14,28,60,26,48
95,100,28,20,7,9,34,40,24,20,22,34,17,23,15,9,10,10,18,24,6,9,13,15,30,77,25,54
103,91,23,16,7,2,33,22,24,22,27,21,20,14,2,13,9,7,17,18,9,5,14,9,28,45,31,70
93,77,28,15,7,5,28,28,21,18,19,22,15,17,9,14,8,3,20,19,4,2,12,20,33,54,27,56
90,80,26,11,6,5,39,33,17,19,19,19,15,15,17,11,11,10,8,20,3,5,16,16,33,80,25,65
92,100,21,20,6,12,30,39,19,16,17,20,11,19,14,13,11,8,24,25,9,9,11,15,27,70,27,59
131,127,25,21,7,6,29,28,18,27,42,25,34,22,11,14,7,4,19,26,11,13,9,12,32,67,33,66
100,86,19,19,5,2,28,28,11,16,17,9,13,6,11,10,7,3,29,25,11,10,7,12,27,54,25,53
90,83,18,20,3,5,38,33,12,21,17,8,14,6,10,5,11,5,20,17,8,9,13,15,26,61,25,60
104,84,21,19,8,6,31,32,26,23,18,25,13,18,6,16,7,4,16,15,9,2,15,15,32,64,30,71
97,91,26,15,6,2,24,22,24,19,22,30,17,18,9,22,5,4,29,12,10,3,6,10,25,43,32,72
125,103,29,21,3,3,34,25,20,21,36,24,30,17,7,14,4,6,27,17,11,6,10,11,31,48,34,72
121,104,31,19,6,4,23,27,22,11,11,22,10,18,10,15,7,6,28,10,17,6,11,15,30,57,34,76
95,110,23,25,6,4,23,39,17,14,21,18,18,16,13,8,10,8,22,28,3,10,9,18,34,74,32,50
99,93,27,17,6,6,33,32,19,24,23,26,16,22,12,11,6,10,20,20,9,5,15,16,28,64,28,62
101,93,25,20,7,6,38,42,21,20,26,24,21,17,12,17,5,5,36,22,14,0,11,9,19,56,38,76
89,99,19,24,6,5,29,33,22,21,26,25,20,16,6,11,4,9,16,16,5,5,16,17,27,64,34,64
94,99,23,22,5,3,32,42,22,15,20,36,17,22,12,15,16,8,24,16,5,5,14,21,31,70,31,67
97,85,24,18,13,9,37,24,17,25,24,16,16,11,16,8,13,7,23,22,7,8,19,16,30,64,25,57
92,82,23,20,3,6,30,31,16,19,20,17,17,14,17,11,15,7,13,21,3,6,15,22,33,76,25,55
106,110,14,22,3,4,30,39,25,25,25,33,22,28,10,12,11,7,26,18,8,8,10,16,30,65,29,65
100,68,24,15,13,4,42,34,18,20,21,13,14,10,16,12,4,4,24,12,10,2,12,12,28,66,26,73
93,90,20,22,4,2,25,37,20,15,21,19,19,16,7,8,13,4,19,14,8,4,9,18,25,62,31,56
99,80,31,20,4,3,30,24,11,15,7,12,3,9,15,13,9,7,19,25,8,9,12,17,36,67,22,54
99,94,29,15,5,3,34,33,12,18,23,16,17,14,2,11,7,6,18,16,4,2,11,12,35,58,37,70
115,100,31,19,9,4,36,26,24,17,16,35,13,26,12,18,4,5,27,21,14,8,11,7,30,58,25,69
82,94,17,16,7,3,32,37,15,26,23,16,16,13,9,11,5,7,20,17,4,5,14,12,27,59,33,71
92,75,24,20,4,3,33,25,9,14,10,8,9,6,12,6,7,10,19,14,7,5,16,15,31,58,27,62
105,89,23,18,5,2,33,27,19,18,22,26,18,22,6,11,12,10,24,16,11,7,16,19,27,49,23,57
75,81,18,20,10,10,27,31,24,21,7,18,5,11,15,13,10,5,11,17,4,4,12,14,29,71,29,60
110,88,36,21,12,14,34,32,21,16,15,30,10,19,12,12,8,8,20,20,6,3,12,11,41,72,30,67
121,96,32,23,5,5,29,29,13,19,26,14,21,10,9,8,11,7,28,13,12,2,15,19,32,54,40,66
96,93,21,26,4,1,34,21,12,18,28,11,23,8,11,11,5,12,20,19,7,5,21,10,26,49,35,70
115,118,26,33,5,3,32,34,22,20,15,14,13,11,15,15,13,9,29,27,10,9,19,20,36,74,40,80
87,96,20,22,3,3,33,39,18,25,32,20,25,16,10,19,7,7,21,19,4,8,11,17,25,56,28,69
108,96,31,24,2,5,31,26,18,17,11,17,9,15,6,15,10,11,19,24,9,7,14,17,36,62,30,61
94,91,17,20,2,2,31,34,20,22,28,18,24,16,4,13,11,5,26,22,6,7,14,16,26,46,27,62
93,97,25,21,3,3,33,23,22,17,15,25,8,18,12,13,4,6,20,18,9,7,19,11,29,56,29,65
95,92,18,19,3,2,32,35,11,22,30,10,21,8,11,14,7,4,22,18,8,8,9,9,25,52,30,70
129,91,33,22,5,1,33,30,22,18,19,29,15,18,8,9,17,10,30,14,20,5,16,20,27,54,29,60
77,103,18,26,2,7,29,39,21,19,24,29,16,16,12,5,10,12,17,21,3,11,14,16,26,63,27,50
97,120,22,25,3,5,24,35,19,21,20,24,17,20,7,10,6,8,20,20,6,8,11,10,31,63,38,62
112,100,29,26,6,4,29,33,21,16,19,24,11,17,16,9,12,8,25,13,11,3,15,18,34,68,37,67
103,97,20,14,5,1,25,28,26,25,19,38,19,32,9,11,6,8,28,16,8,5,13,16,30,52,25,55
100,94,22,20,4,3,34,29,17,25,31,16,21,9,8,11,4,9,21,26,5,9,11,10,32,56,29,63
76,93,14,25,5,4,25,32,22,25,29,13,17,11,11,9,6,10,20,10,7,6,20,11,19,44,32,67
92,105,18,21,6,5,32,35,22,25,28,25,19,19,10,9,6,9,14,23,5,12,16,13,29,64,25,58
108,93,24,17,5,7,35,28,20,18,19,24,18,21,14,15,12,9,17,21,10,4,18,15,30,67,30,67
89,99,22,23,4,12,22,30,18,15,17,23,14,16,15,8,10,9,15,16,5,9,13,16,30,75,28,55
126,119,35,21,6,5,39,41,18,23,31,15,23,9,8,21,11,5,33,27,11,14,10,17,35,65,34,82
83,94,17,19,2,6,35,34,17,18,22,20,15,19,9,9,5,10,17,18,4,9,14,10,28,66,24,64
94,97,25,19,5,7,27,28,17,17,13,20,11,19,11,8,5,5,30,12,11,2,13,8,25,49,36,64
126,114,31,29,7,8,28,27,23,23,32,30,24,21,20,11,10,2,22,29,12,11,10,14,33,72,30,54
100,80,25,24,5,2,34,25,16,19,29,12,24,7,10,10,11,10,19,18,8,7,17,15,26,52,26,60
97,99,21,21,5,6,33,32,12,17,16,14,13,10,5,9,7,8,21,22,8,9,13,11,30,62,31,66
84,87,18,19,4,2,38,40,12,19,17,15,13,12,12,7,10,7,28,31,7,9,14,16,25,56,24,50
109,91,31,28,4,3,36,23,17,18,20,16,15,12,17,12,5,8,21,24,6,9,17,10,38,66,26,62
84,87,22,20,6,3,39,26,21,16,14,23,10,15,12,12,4,9,18,27,4,10,20,10,31,58,21,55
106,77,31,20,7,3,34,33,18,23,24,15,12,13,10,7,12,5,30,16,12,6,8,18,29,55,23,56
111,105,23,22,13,5,39,36,18,19,28,16,23,14,17,10,8,9,25,24,10,11,12,13,29,68,29,71
94,102,19,27,4,11,30,35,16,15,14,16,14,13,10,8,11,8,21,24,8,13,11,14,28,65,25,54
97,104,23,24,6,6,40,32,23,22,24,32,18,25,11,9,2,10,13,24,5,5,16,7,32,69,32,61
114,116,20,20,7,0,27,24,32,29,40,41,37,33,9,11,7,11,15,23,9,7,17,15,25,56,31,54
106,105,28,26,6,8,23,28,19,16,17,20,13,12,11,18,11,4,30,30,15,11,11,17,24,56,30,53
104,87,29,24,7,5,36,31,15,23,28,16,17,12,16,13,4,7,24,19,7,3,11,9,33,62,33,68
85,106,17,25,5,2,30,43,15,24,21,14,14,8,13,17,9,10,25,28,5,12,14,17,28,63,31,66
97,81,19,11,7,0,31,24,24,23,26,32,20,22,12,12,7,6,27,10,9,3,12,12,25,49,25,63
97,91,19,20,2,2,32,27,22,26,29,16,21,13,16,10,6,5,16,14,8,2,15,11,26,61,36,68
109,99,24,18,2,5,31,25,20,16,17,16,11,12,7,10,6,6,19,29,12,9,14,14,31,55,30,48
122,116,21,27,5,1,30,27,21,22,24,26,22,15,4,12,14,11,24,32,12,11,19,24,32,53,34,54
96,89,20,25,3,3,43,34,19,19,26,23,21,14,9,9,5,14,17,20,7,5,18,9,27,63,30,67
105,97,25,25,8,2,36,32,14,13,17,11,15,9,11,9,6,5,20,28,6,10,10,13,36,68,29,58
95,98,27,24,7,9,30,25,17,20,20,23,13,17,12,13,8,10,10,24,4,11,15,15,35,69,24,58
104,85,29,18,8,5,31,38,19,17,17,24,16,15,15,13,18,3,21,13,8,4,5,21,32,78,29,63
87,77,24,19,6,4,36,40,22,16,18,18,12,12,13,16,6,2,16,10,7,3,8,16,27,71,28,75
81,72,19,17,6,7,32,31,17,17,7,18,4,11,17,10,9,5,19,16,5,3,8,16,31,70,26,52
109,100,26,20,2,6,26,25,23,15,14,22,11,19,10,11,8,6,20,15,10,5,16,10,34,60,33,65
88,123,18,33,8,2,25,35,13,18,22,21,11,16,11,9,6,3,18,27,5,15,7,8,31,64,31,55
103,100,15,21,4,2,27,27,16,24,39,19,29,15,12,13,12,7,15,20,4,9,12,18,31,60,29,62
94,124,18,22,2,9,30,41,19,18,27,23,20,21,6,12,13,16,30,29,8,13,24,21,25,53,32,65
111,107,27,29,3,5,40,35,14,23,26,24,16,15,11,11,2,7,18,17,5,2,10,4,40,71,43,80
89,85,19,19,6,3,33,31,14,14,16,11,13,9,6,14,8,5,23,17,8,4,11,13,26,53,32,68
101,83,21,18,10,3,41,25,22,15,16,21,13,16,5,13,8,10,19,22,12,5,18,13,26,54,26,64
107,96,25,29,10,6,32,28,26,25,29,34,21,25,9,10,10,9,18,13,8,5,12,17,31,60,28,67
118,96,28,25,8,3,35,25,21,23,25,19,20,17,10,11,8,7,20,22,10,7,15,12,34,62,29,65
86,111,23,21,6,5,32,38,21,9,10,24,9,21,14,6,7,6,16,19,1,8,11,12,37,79,33,62
96,94,16,19,5,5,31,23,13,18,15,17,12,12,17,10,5,7,18,23,6,10,16,12,33,64,26,54
81,91,24,14,5,9,34,40,31,19,18,38,11,21,15,12,13,8,16,10,4,4,11,18,29,78,29,60
110,112,24,24,4,3,32,24,24,17,22,35,18,26,18,9,5,9,23,21,8,6,16,7,34,65,34,64
88,83,21,17,9,5,27,26,19,22,24,24,20,18,11,18,9,10,25,11,12,3,18,16,16,45,28,71
123,104,30,24,5,6,36,32,11,16,22,7,17,6,4,4,10,6,29,23,16,12,9,14,29,55,31,67
104,73,25,14,6,4,32,25,16,18,16,17,12,13,4,10,9,9,14,17,6,4,13,16,37,59,24,57
114,96,23,19,7,3,29,31,15,20,24,17,21,14,14,10,6,3,15,24,5,8,5,13,39,72,29,54
86,95,20,30,5,7,33,30,17,11,12,8,4,4,14,9,3,7,20,22,10,9,13,5,26,62,32,61
100,105,18,22,2,0,24,34,19,22,24,18,18,12,13,13,9,6,37,33,10,11,10,16,26,47,30,48
99,103,17,27,6,7,38,45,17,22,33,20,22,13,14,6,5,6,22,22,3,8,7,10,34,72,33,64
92,78,28,15,4,7,37,32,26,18,21,29,11,13,15,14,11,10,23,29,7,5,15,13,30,59,25,49
103,97,19,19,8,3,31,21,15,20,22,21,17,16,13,16,7,10,20,26,8,9,17,13,31,55,27,60
94,103,23,25,4,4,32,34,23,25,26,17,20,11,12,8,3,6,26,22,10,10,14,10,22,53,31,60
110,117,24,32,9,3,34,32,16,23,24,23,19,16,13,8,4,8,17,17,5,9,16,8,38,71,37,72
94,97,19,22,4,6,35,31,20,19,24,23,21,18,15,15,2,8,21,16,5,3,13,10,29,66,35,72
83,93,22,23,1,3,24,31,22,17,16,22,11,17,3,8,8,8,22,18,8,8,10,13,24,49,26,53
119,109,21,19,8,5,39,39,16,24,31,20,25,17,7,8,12,7,26,28,10,10,9,13,32,63,31,66
106,84,25,17,12,12,34,25,26,18,19,30,16,24,15,16,7,6,12,17,4,2,12,11,39,75,27,67
94,96,16,27,4,5,28,26,22,16,14,25,11,19,8,9,4,7,24,12,9,5,12,6,28,54,31,65
89,81,17,24,3,6,37,33,14,25,31,10,26,8,11,8,9,9,16,13,5,3,16,19,24,61,32,70
102,79,34,19,2,2,29,27,20,18,17,16,12,13,7,9,12,4,23,22,8,4,11,18,33,54,27,48
104,92,21,21,3,4,38,32,16,20,23,20,17,11,11,14,5,5,24,16,5,5,11,10,36,59,33,74
95,89,24,21,7,3,33,34,16,18,20,12,14,10,12,10,11,7,13,14,3,5,13,16,36,72,32,70
93,110,22,22,8,3,28,28,23,13,17,29,13,25,6,10,5,11,19,17,8,9,19,12,28,54,29,59
115,94,29,24,4,4,40,27,27,18,22,39,19,28,13,11,11,14,23,29,12,8,20,14,30,61,21,51
100,83,26,14,5,5,38,28,18,11,16,21,10,18,10,7,10,8,27,34,12,9,12,13,27,55,19,43
97,101,27,21,11,3,28,35,26,17,20,30,11,21,11,17,11,2,22,16,6,6,7,13,34,64,31,67
104,106,25,23,3,10,35,34,24,22,28,29,22,21,8,6,5,9,17,16,8,7,14,13,29,65,32,62
101,115,23,30,7,3,32,27,21,20,23,19,17,12,17,8,10,13,14,33,6,13,25,19,33,73,32,50
94,75,22,14,8,7,37,31,28,15,18,28,10,17,12,16,9,8,9,17,4,4,14,18,36,80,23,68
107,102,27,19,7,6,32,26,31,22,25,36,19,26,15,10,8,9,14,25,6,6,15,12,35,68,29,51
84,86,13,22,9,7,29,28,18,14,18,15,18,10,16,13,10,9,5,27,2,10,14,15,30,76,23,54
89,96,17,22,2,2,24,29,22,20,31,24,24,19,4,19,8,7,20,14,5,5,12,15,25,45,31,66
85,84,18,26,9,4,39,32,17,20,21,20,12,12,17,6,8,7,15,29,3,10,13,17,32,70,21,46
96,105,18,23,5,5,25,32,27,24,37,30,25,21,14,11,8,9,33,12,11,4,15,17,19,46,36,64
80,87,23,27,10,3,33,29,18,16,11,9,8,6,7,9,5,11,15,9,4,1,20,10,30,60,39,80
109,85,18,21,3,4,37,28,12,19,27,8,21,6,10,12,13,8,17,24,10,11,18,20,29,58,23,60
113,115,27,22,4,7,34,42,26,28,31,36,18,25,7,12,13,8,18,24,9,8,16,20,34,73,33,65
104,112,20,23,3,4,27,31,25,23,28,36,25,26,17,12,11,11,23,34,7,12,13,17,29,68,25,45
115,89,29,19,4,8,32,25,21,17,15,26,11,20,9,5,12,4,28,20,10,5,7,16,37,62,27,52
81,89,18,27,4,4,28,28,19,15,19,12,15,8,8,16,8,11,29,16,10,3,18,12,18,39,36,69
106,114,23,24,4,1,33,31,19,19,18,22,14,18,12,9,5,7,26,33,10,12,13,8,31,59,30,55
96,99,21,23,10,3,36,38,20,10,13,16,11,13,6,6,6,7,19,21,7,8,9,10,32,66,31,65
113,93,26,18,10,10,30,19,19,16,21,23,18,15,21,22,3,7,24,19,7,6,12,9,37,61,30,71
110,91,20,20,7,6,35,27,22,28,39,35,28,26,13,14,7,16,11,25,4,9,19,19,35,65,19,53
95,80,19,18,6,10,37,26,18,14,20,18,12,13,22,13,5,7,20,18,3,5,12,13,37,72,26,64
109,86,24,19,5,7,42,36,17,17,23,20,19,13,8,5,11,10,25,17,8,3,15,14,33,60,32,67
97,102,22,22,8,8,33,28,13,22,18,13,16,12,19,11,6,3,16,24,5,16,13,13,33,75,21,62
99,71,20,20,8,2,40,29,12,15,16,14,15,7,10,10,6,7,21,21,8,6,9,8,30,61,23,60
105,112,30,33,11,6,35,27,20,21,27,23,19,15,13,17,4,10,30,24,10,9,18,8,28,52,35,77
101,108,22,14,11,5,30,26,27,20,19,29,13,25,14,19,5,13,26,13,8,3,22,11,32,54,37,79
92,104,28,24,3,4,24,29,18,20,21,24,16,22,7,12,7,8,23,22,8,6,16,16,26,53,32,55
81,92,18,22,5,4,21,35,21,19,18,20,14,16,11,7,10,12,14,8,5,2,14,17,26,65,35,61
118,92,34,19,9,5,31,20,21,24,24,23,20,19,16,11,10,8,14,14,10,7,20,16,34,68,26,64
95,88,23,20,3,6,28,23,15,15,12,20,10,16,14,9,12,7,13,21,5,6,14,19,35,70,27,52
100,94,20,20,8,4,37,39,22,26,36,20,28,18,10,6,7,6,19,19,10,6,11,10,21,58,29,62
81,113,14,29,1,6,26,33,19,24,23,27,20,24,11,11,5,8,21,20,5,11,14,8,23,55,28,60
96,102,19,26,3,1,28,27,21,21,26,20,20,18,14,9,7,8,32,18,14,6,13,10,17,44,33,56
125,119,34,35,4,4,33,30,14,24,24,18,21,16,11,6,6,4,24,30,8,11,9,10,40,70,35,63
101,99,20,21,5,5,32,31,20,14,18,30,15,25,13,13,5,8,18,25,10,6,14,11,28,69,28,55
108,99,25,21,10,5,28,34,18,22,19,26,15,21,18,16,6,6,17,20,9,4,11,16,33,74,33,70
87,77,20,13,2,10,33,29,21,21,19,18,12,13,22,7,9,5,22,19,9,8,9,14,24,69,20,49
125,112,26,25,4,5,33,28,15,21,23,13,18,12,9,9,8,10,25,31,11,14,18,16,37,62,29,60
89,109,24,27,3,2,25,35,16,15,10,22,6,19,7,15,3,9,17,24,7,10,13,15,31,62,30,59
108,103,29,21,3,6,30,34,16,23,26,21,20,17,13,10,9,5,15,22,8,10,9,15,32,72,28,55
102,112,26,30,7,11,26,31,20,22,22,21,14,14,13,10,7,8,8,22,4,10,15,16,38,80,34,60
96,104,23,21,2,15,29,37,18,18,20,21,14,16,16,11,9,11,10,22,4,10,15,16,35,85,29,62
99,83,25,19,3,7,33,35,13,17,20,5,13,2,12,11,10,4,23,22,12,7,10,13,25,58,30,62
87,79,23,21,5,5,30,28,15,18,12,18,10,11,12,19,12,5,14,12,3,2,13,16,34,67,31,72
99,93,25,21,6,3,32,24,16,17,21,18,13,15,15,10,9,10,24,18,10,6,21,13,28,55,30,66
88,79,26,15,10,3,30,29,17,20,16,13,13,10,16,10,11,9,19,27,5,9,16,22,30,65,21,48
108,105,24,23,6,11,30,32,7,27,36,10,22,9,18,11,6,5,12,24,4,8,10,11,37,82,36,69
90,72,26,15,3,6,36,28,16,14,13,19,11,12,10,9,9,3,11,10,1,2,11,13,38,69,27,64
108,105,25,22,7,2,40,34,14,14,16,15,14,9,8,6,9,12,25,27,12,8,18,9,29,59,36,68
106,84,19,21,7,4,29,27,25,18,27,24,23,19,10,11,13,8,20,13,11,3,12,19,25,56,28,59
87,94,23,27,2,2,32,30,21,17,20,16,14,12,6,13,8,11,17,17,7,2,15,10,26,54,38,71
112,117,23,20,7,6,34,37,29,24,32,35,25,30,7,15,8,6,27,21,7,5,20,12,33,54,36,75
81,76,16,14,5,7,36,32,19,18,16,13,14,10,12,19,8,2,21,20,5,4,10,12,26,58,27,69
92,90,18,20,2,6,34,37,15,21,30,20,23,14,11,8,10,9,27,19,9,6,14,17,21,53,29,58
87,103,16,24,12,8,35,37,19,13,19,25,14,17,13,14,6,8,16,22,1,8,12,12,35,75,31,68
103,91,22,23,6,1,35,26,29,21,16,29,12,12,8,12,8,9,23,33,9,9,16,14,32,56,26,47
101,98,19,25,4,4,26,28,21,21,21,22,18,18,9,7,10,9,12,25,3,10,14,18,37,73,25,51
103,95,24,29,5,4,29,28,18,22,23,19,14,15,4,7,10,9,19,20,9,8,13,16,31,53,28,56
104,92,29,20,3,4,32,25,26,13,9,33,8,26,12,6,5,7,22,18,8,4,12,14,36,62,27,51
101,108,17,26,3,6,23,33,28,23,23,34,16,25,18,6,11,8,22,11,11,5,12,18,26,68,34,57
101,116,23,28,5,6,30,41,19,22,22,28,17,19,16,12,7,8,28,29,6,9,12,17,33,70,35,58
99,79,12,20,2,5,31,26,15,30,32,16,25,10,13,13,10,5,13,14,6,7,11,18,28,62,24,65
98,91,24,12,7,4,37,25,21,30,31,16,22,12,19,10,4,14,16,24,4,5,22,15,32,66,32,61
99,78,25,14,6,4,27,26,22,14,11,22,9,19,21,15,7,7,27,12,12,3,11,13,27,59,25,63
103,97,28,18,5,3,39,35,16,14,18,19,15,12,8,17,10,5,15,43,6,15,11,13,35,71,20,49
81,97,18,23,6,11,24,37,18,20,21,25,15,19,18,9,6,5,11,14,2,6,10,17,30,77,30,59
101,104,32,28,6,1,26,31,15,12,6,19,6,15,9,10,8,6,22,25,9,11,9,13,34,66,28,56
99,128,23,35,2,11,24,26,19,19,19,24,14,21,16,10,4,11,18,37,9,17,17,10,29,69,28,43
104,83,26,19,5,5,37,27,22,15,21,26,15,16,11,14,6,6,17,8,11,3,9,7,28,63,29,76
96,88,24,20,6,7,31,29,21,20,12,16,9,13,17,9,11,5,28,7,11,3,14,14,27,61,33,71
87,90,21,21,6,3,25,23,22,22,21,18,13,13,7,9,9,12,16,10,6,5,17,16,28,49,31,61
107,100,26,20,5,0,35,33,18,18,19,22,15,18,8,9,8,6,18,32,6,8,11,16,37,69,29,52
93,83,17,23,4,4,39,32,27,20,27,25,19,16,12,6,9,8,11,24,2,7,17,16,34,68,23,54
100,87,24,14,5,4,35,35,21,23,25,22,19,17,10,12,6,6,30,23,11,4,9,13,24,51,29,59
113,93,32,24,5,2,34,22,13,21,27,12,20,11,7,17,11,10,25,21,13,4,22,16,27,44,35,74
97,86,19,18,3,9,31,30,15,21,31,12,25,10,16,9,4,8,14,24,6,6,11,9,27,67,29,59
