Points,O.Points,Assists,O.Assists,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,OffensiveRebounds,O.OffensiveRebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,TwoPointersMade,TwoPointersAttempted,O.TwoPointersMade,O.TwoPointersAttempted
116,105,27,28,2,5,30,33,16,24,27,8,21,6,14,6,11,3,27,24,9,13,8,18,34,63,30,59
96,107,25,29,2,6,23,24,21,25,27,23,21,19,17,8,7,5,13,19,3,8,15,12,33,72,32,58
106,88,31,23,13,5,36,24,19,10,11,23,8,18,7,14,9,12,21,16,8,4,17,13,37,59,29,73
83,87,17,20,6,3,30,37,18,19,18,22,15,17,12,6,3,6,21,23,6,6,12,15,25,65,26,48
97,58,18,15,13,6,44,28,16,24,33,10,25,8,15,11,6,5,14,14,6,2,13,14,27,65,22,68
100,89,27,15,8,4,28,24,21,20,20,24,14,17,14,10,6,8,21,15,8,6,14,13,31,59,27,64
73,99,14,20,3,9,24,33,26,19,17,32,13,24,24,11,8,8,20,14,6,5,14,10,21,69,30,62
104,97,25,25,2,4,27,18,20,24,28,16,24,10,13,5,9,8,18,23,8,9,14,14,28,58,30,49
124,118,24,18,7,5,24,19,28,24,33,30,29,22,16,19,8,6,19,16,9,8,11,10,34,65,36,76
113,98,33,19,1,2,29,26,23,15,16,29,15,22,4,20,7,4,13,20,6,6,9,15,40,64,29,65
90,102,18,16,7,6,34,33,20,18,18,22,11,17,14,9,3,9,25,17,9,5,14,10,26,59,35,67
120,91,32,23,6,3,33,27,21,16,25,15,21,12,9,11,8,7,11,18,7,5,11,14,39,71,32,69
76,103,13,25,6,9,27,42,23,24,30,28,23,23,4,18,8,5,9,22,3,8,11,16,22,63,28,65
104,88,30,15,7,4,38,33,20,14,18,22,10,13,8,21,5,4,29,28,10,7,8,11,32,55,27,67
113,106,22,21,4,1,24,28,21,21,28,23,25,19,10,13,9,3,21,13,8,7,6,13,32,60,33,69
115,111,31,25,2,7,28,37,23,20,19,23,12,19,11,9,12,5,25,27,9,8,10,18,38,74,34,61
109,117,25,21,1,2,22,25,23,21,25,26,14,22,12,10,10,7,37,19,13,11,15,16,28,45,31,59
99,111,28,22,2,6,22,33,21,18,13,18,10,13,10,15,5,6,21,18,11,10,13,14,28,61,34,65
78,90,22,12,4,3,27,37,21,21,16,31,6,26,6,11,11,5,18,17,4,2,15,17,30,56,29,54
109,95,33,17,2,2,25,19,18,19,17,17,11,17,16,18,8,9,21,26,8,4,16,13,37,57,33,61
95,94,23,32,1,5,32,30,22,17,13,11,8,8,11,11,10,7,11,17,5,8,18,17,36,74,31,69
97,86,29,18,2,7,32,32,20,17,5,12,5,10,8,12,10,6,21,17,12,2,12,15,28,65,35,68
105,100,22,17,5,6,36,43,19,29,43,30,34,23,11,9,7,6,22,27,5,11,10,16,28,64,22,57
105,107,20,26,5,2,30,32,29,30,32,36,23,26,13,14,6,7,16,11,6,3,12,14,32,69,36,75
103,82,33,11,9,3,29,26,22,16,10,28,6,23,4,6,7,4,18,9,9,1,13,13,35,58,28,60
117,97,24,21,11,8,20,24,27,23,26,37,20,29,15,11,11,7,19,15,9,2,14,19,35,66,31,58
88,93,19,16,7,4,39,30,25,16,26,32,17,25,15,10,6,11,29,17,9,4,19,8,22,50,28,66
75,92,17,24,2,5,41,38,21,22,18,18,14,12,11,13,5,11,12,29,3,8,21,11,26,68,28,61
90,99,22,22,1,2,34,31,23,27,28,23,18,17,8,4,3,14,22,13,10,2,20,6,21,50,38,70
87,102,22,17,4,5,25,34,21,22,22,31,11,25,11,10,7,9,17,31,6,11,15,16,29,62,22,41
94,98,20,24,4,11,34,38,22,18,29,20,22,14,10,13,13,7,14,16,4,6,17,18,30,75,33,76
77,90,19,18,5,5,28,37,17,20,20,23,13,15,13,11,9,10,19,13,4,5,14,18,26,65,30,64
99,100,15,21,3,1,31,35,28,22,28,32,20,23,11,8,10,4,14,15,3,5,11,21,35,77,31,60
85,69,21,9,10,7,33,29,16,16,20,15,14,9,15,14,8,8,7,10,3,2,16,15,31,71,27,75
100,106,20,16,3,4,26,32,28,24,21,38,15,28,10,11,3,5,31,12,11,4,14,10,26,48,33,67
114,117,24,13,3,2,35,35,23,23,30,36,25,33,11,18,11,8,20,20,7,6,16,17,34,71,33,75
94,89,18,22,2,3,37,30,22,26,38,14,25,10,11,5,8,6,26,21,9,9,18,15,21,48,26,59
108,112,17,26,4,9,25,33,23,20,31,28,19,19,9,12,13,9,16,23,7,11,14,20,34,68,30,57
105,95,21,21,10,10,27,25,20,17,17,16,14,14,14,11,11,7,19,30,11,13,13,18,29,68,21,53
108,101,30,29,6,5,29,32,19,19,14,13,10,10,10,10,6,6,19,25,4,11,11,18,43,72,29,63
95,88,19,23,4,2,39,35,12,21,20,14,18,12,7,7,2,4,22,16,5,4,10,9,31,58,32,68
93,97,20,24,8,2,28,29,18,27,38,21,26,18,10,10,8,6,15,18,5,5,13,11,26,57,32,63
82,85,22,15,6,8,35,31,25,22,21,28,17,17,15,17,6,8,14,5,3,0,15,12,28,71,34,79
94,87,18,21,9,6,36,32,23,24,31,27,21,15,22,11,9,8,21,20,5,8,11,18,29,72,24,57
93,98,20,21,2,4,37,34,14,15,22,11,15,8,13,5,2,8,21,24,8,8,15,8,27,64,33,62
112,116,30,25,6,1,26,23,26,19,23,35,13,30,11,10,11,10,24,22,9,10,16,14,36,55,28,55
109,98,30,20,5,6,31,28,24,18,17,30,13,24,15,12,7,3,16,21,6,6,8,9,39,74,28,62
92,79,14,14,4,2,28,22,19,29,36,28,29,21,9,21,4,8,14,31,3,8,15,20,27,50,17,47
104,110,19,26,4,4,38,33,25,22,32,32,28,26,8,10,8,12,28,18,8,6,19,14,26,53,33,70
105,111,26,29,3,7,37,33,14,13,20,15,16,13,5,10,5,9,21,15,9,8,13,8,31,58,37,75
121,118,26,22,6,5,30,28,33,28,34,48,23,40,20,11,9,10,18,24,8,8,23,23,37,75,27,52
103,88,24,22,7,4,38,31,23,33,31,25,22,18,12,11,9,13,19,15,9,4,20,18,27,59,29,68
108,103,27,20,2,4,30,25,22,15,17,21,10,18,10,12,11,7,20,27,6,9,15,13,40,64,29,61
94,100,17,20,10,3,32,36,27,23,24,41,20,32,8,11,5,7,15,29,6,10,10,13,28,66,19,45
95,83,25,15,11,9,26,35,20,16,12,23,8,16,14,15,9,5,17,17,9,3,8,15,30,76,29,64
81,82,16,22,2,11,21,25,12,14,7,11,7,6,14,9,10,8,10,17,4,8,15,20,31,73,26,52
104,96,32,24,5,6,25,20,23,21,21,26,12,19,7,10,11,12,16,14,10,5,22,17,31,55,31,60
114,105,25,18,4,1,29,24,27,22,21,32,16,26,20,12,4,5,25,15,12,3,15,10,31,64,35,66
85,88,14,23,2,4,30,40,20,22,17,20,11,14,7,12,11,3,21,24,6,12,5,19,28,63,19,50
85,90,25,22,6,3,35,38,16,12,11,26,7,19,7,9,6,8,14,18,4,3,16,14,33,70,31,63
95,98,25,23,3,1,32,33,17,18,18,17,14,12,10,11,5,6,24,19,7,8,13,15,30,57,31,65
106,99,25,32,2,5,33,29,21,16,18,22,16,12,6,10,4,10,22,30,12,11,17,14,27,53,27,53
110,102,24,29,5,3,26,27,13,22,33,13,21,10,12,19,10,6,16,16,7,8,12,16,34,63,34,79
95,90,28,24,7,8,31,32,22,18,22,22,19,19,8,16,7,5,12,17,2,7,13,16,35,70,25,67
97,109,15,24,7,4,23,27,17,26,21,14,15,12,12,10,8,6,16,27,4,15,10,16,35,68,26,51
105,90,23,27,5,2,38,35,13,20,21,8,14,6,16,6,8,4,23,20,7,8,8,13,35,68,30,64
92,104,18,31,8,6,30,32,15,22,29,12,24,6,11,13,11,7,15,25,6,12,18,16,25,61,31,62
85,82,21,20,5,4,29,24,18,22,26,14,20,10,14,13,5,6,14,13,3,4,14,12,28,57,30,69
106,93,22,15,8,8,36,27,28,13,10,32,8,24,16,7,7,5,13,17,4,7,12,15,43,83,24,56
123,116,26,26,3,1,37,21,21,30,38,18,24,14,16,7,5,8,22,31,9,14,13,8,36,60,30,57
92,88,24,20,7,7,42,39,18,19,19,26,13,19,9,12,8,9,12,18,3,7,14,15,35,73,24,68
96,106,23,30,9,4,31,20,22,22,24,16,15,14,18,10,8,14,11,19,5,6,24,11,33,68,37,71
95,105,24,22,7,8,31,30,21,12,13,25,10,17,7,11,8,13,34,21,11,8,22,14,26,49,32,65
106,102,29,24,3,4,33,36,20,20,23,23,12,16,6,10,9,6,25,17,8,10,8,13,35,55,28,64
83,91,25,19,7,4,31,31,17,16,6,16,4,11,6,14,7,9,15,20,3,6,13,14,35,68,31,64
100,80,29,16,4,2,35,24,17,20,12,17,10,14,7,10,4,8,11,23,2,6,15,13,42,67,24,57
104,99,20,20,3,7,29,30,21,20,27,27,24,22,11,9,10,9,23,16,6,5,15,19,31,61,31,62
86,89,18,12,3,5,39,38,23,23,28,20,21,17,7,11,6,7,18,28,3,8,12,10,28,58,24,55
95,97,22,25,4,7,31,31,12,20,20,19,17,15,10,7,6,3,18,16,8,4,13,10,27,63,35,62
93,88,18,20,4,4,35,31,23,25,37,26,28,16,8,14,7,5,16,18,5,6,14,15,25,55,27,65
103,87,22,12,8,5,40,27,26,19,18,33,12,29,16,10,4,6,20,19,9,4,15,11,32,68,23,59
113,108,27,34,5,6,36,30,17,20,22,13,17,8,8,11,10,6,15,28,6,14,16,17,39,71,29,64
101,77,25,16,3,8,30,28,21,11,8,25,3,16,15,9,6,6,9,17,4,3,12,14,43,81,26,54
123,111,31,28,6,1,37,38,21,30,36,20,27,20,12,10,10,8,36,19,12,7,12,21,30,58,35,74
110,88,24,11,4,2,27,23,17,18,23,23,19,16,9,12,12,9,17,12,5,4,12,18,38,60,30,60
82,100,20,23,7,7,22,31,26,24,20,26,17,21,12,13,8,8,20,21,3,11,15,21,28,60,23,50
95,105,15,27,3,6,31,39,27,20,21,30,15,25,8,8,11,10,15,23,8,6,18,20,28,71,31,53
102,84,26,16,3,4,33,21,14,14,13,16,7,13,12,9,7,14,21,14,9,3,18,10,34,59,31,67
107,113,20,29,7,1,37,38,19,17,18,24,17,18,10,8,8,11,18,23,6,9,14,15,36,73,34,66
114,101,29,27,8,2,29,26,27,20,17,33,10,20,6,22,8,8,17,14,8,3,16,16,40,66,36,74
102,101,21,23,10,4,30,23,22,24,26,23,23,17,8,7,5,8,11,20,5,10,17,16,32,62,27,57
109,102,24,25,7,4,36,38,15,25,20,11,14,11,22,12,7,8,30,28,13,13,12,15,28,71,26,65
114,110,28,21,5,5,19,25,18,24,26,18,23,15,9,16,17,9,10,21,3,7,14,21,41,73,37,60
121,93,34,20,7,5,41,27,21,16,17,22,14,11,10,13,13,8,31,22,13,8,15,19,34,58,29,66
98,99,22,12,4,4,28,29,23,22,18,22,13,19,11,10,6,8,17,11,5,6,15,15,35,65,31,67
119,106,31,21,3,10,36,24,18,20,27,21,21,18,14,7,6,7,28,36,12,16,11,10,31,59,20,44
97,80,16,17,5,4,30,32,22,17,22,23,15,20,4,15,6,6,19,27,6,4,11,16,32,56,24,54
108,99,20,30,1,0,31,35,16,19,23,14,19,11,7,9,7,4,24,12,7,6,9,15,34,59,35,69
101,100,23,25,1,4,23,26,19,22,21,17,20,13,9,15,10,6,25,16,11,7,14,15,24,50,33,65
86,73,20,19,2,6,33,34,14,16,19,12,15,11,9,7,6,5,10,15,3,4,9,16,31,69,25,56
100,98,24,19,8,6,38,36,20,27,27,20,23,15,8,17,11,6,20,23,5,5,14,20,31,68,34,73
96,83,33,28,2,4,29,30,23,13,9,29,6,22,8,9,8,9,17,15,6,3,12,19,36,65,26,51
83,91,18,20,7,7,25,29,17,19,18,23,16,16,22,14,10,6,16,20,3,9,15,15,29,72,24,57
106,104,22,21,3,2,20,23,17,21,17,20,12,16,6,7,6,7,27,23,16,10,14,19,23,45,29,42
105,96,29,24,3,6,37,29,20,26,29,26,16,20,6,10,6,9,17,16,7,4,13,9,34,57,32,65
102,104,26,25,2,7,33,30,21,14,16,18,12,13,18,7,9,8,23,23,10,11,15,12,30,67,29,56
110,95,26,22,0,6,32,30,24,15,18,28,15,23,12,8,8,7,11,17,5,4,13,17,40,77,30,60
93,85,22,12,14,5,33,30,20,20,25,21,16,15,15,11,5,3,18,12,7,6,11,10,28,60,26,69
80,125,19,27,9,4,25,34,19,18,19,18,11,15,14,10,2,12,18,34,5,16,15,5,27,63,31,55
97,77,23,24,3,5,33,25,13,12,12,9,10,7,12,11,8,9,29,27,13,6,20,15,24,45,26,52
102,101,23,23,4,5,32,27,23,27,30,17,21,12,9,16,10,6,14,23,7,11,14,18,30,64,28,62
102,114,28,22,4,8,26,36,18,19,23,20,20,16,11,13,7,4,19,15,6,6,10,13,32,68,40,71
100,103,25,26,4,4,21,29,14,15,9,19,6,15,6,9,8,6,9,13,4,8,9,17,41,74,32,60
94,96,20,24,2,3,35,28,19,19,21,25,17,15,10,7,4,14,11,23,3,9,20,10,34,66,27,59
95,108,27,31,4,9,24,32,13,23,25,10,19,7,12,7,8,8,18,16,4,11,11,14,32,66,34,68
111,106,34,21,4,0,41,29,17,25,33,21,21,19,9,8,7,8,33,19,12,9,14,9,27,46,30,73
90,117,18,28,4,8,30,27,20,21,28,22,20,14,21,21,7,13,11,23,2,11,20,10,32,73,35,75
106,104,24,31,5,2,31,30,14,21,23,15,18,12,15,10,8,8,28,15,10,8,14,16,29,58,34,69
88,104,17,27,7,5,26,30,19,22,19,13,14,10,15,15,3,10,14,13,6,4,18,11,28,68,41,78
99,81,22,13,4,1,32,27,22,19,20,26,16,17,6,12,9,11,16,17,5,6,16,18,34,57,23,57
93,92,26,16,8,5,33,37,18,18,18,23,11,17,3,15,10,6,26,22,10,9,17,17,26,49,24,63
104,99,24,22,5,7,33,33,24,32,46,28,32,17,7,10,6,5,12,22,4,8,13,12,30,56,29,56
113,97,30,14,4,0,26,23,18,13,8,16,5,14,10,8,4,4,34,26,14,7,9,10,33,48,31,51
85,105,20,21,6,3,24,25,13,20,24,14,18,8,10,13,7,10,17,19,5,11,19,13,26,52,32,64
118,110,21,22,7,6,31,32,23,29,36,35,26,24,9,10,9,11,28,27,8,8,20,21,34,54,31,54
98,79,23,11,4,10,41,28,18,17,21,27,19,12,15,16,8,8,14,18,7,3,17,13,29,67,29,70
92,84,27,22,6,6,32,38,17,15,10,21,6,17,11,8,9,5,13,22,6,7,9,18,34,82,23,53
102,78,28,13,5,2,29,23,20,16,21,17,17,14,6,9,16,12,16,19,9,4,23,23,29,53,26,54
92,86,21,19,2,4,29,35,20,16,15,19,13,12,7,11,11,7,12,27,3,8,11,19,35,71,25,51
90,96,20,16,4,3,30,30,25,18,27,36,19,23,8,15,9,11,19,9,5,3,13,15,28,56,32,68
106,89,25,19,11,2,39,27,18,23,25,19,21,15,4,21,5,12,14,25,5,6,16,13,35,58,28,73
100,97,26,25,4,5,34,35,21,18,25,24,21,17,12,12,6,8,20,25,7,8,12,15,29,64,28,56
97,84,30,19,5,6,38,32,13,13,14,9,9,9,10,15,9,10,18,19,4,3,14,14,38,66,33,76
85,76,22,19,6,0,34,24,12,19,17,3,14,3,12,7,9,12,7,20,1,5,18,15,34,71,29,63
86,77,19,15,7,8,38,28,21,22,17,16,12,12,9,12,7,6,15,20,4,7,13,15,31,66,22,59
96,86,17,18,4,3,36,28,15,22,26,17,19,12,14,12,5,7,35,20,13,8,15,13,19,41,25,63
93,89,19,23,4,3,29,18,18,17,20,22,10,20,11,11,7,9,11,14,5,1,14,13,34,64,33,64
113,98,29,19,6,8,25,31,20,20,22,21,18,18,7,5,14,4,22,13,7,4,8,21,37,62,34,59
102,89,21,21,3,6,26,19,22,22,24,24,17,18,8,6,5,7,17,14,7,5,12,11,32,53,28,56
117,99,27,19,11,6,36,29,21,33,43,26,23,23,13,13,8,5,14,20,4,6,11,15,41,69,29,68
98,73,30,12,6,4,34,28,25,16,17,31,10,20,11,9,7,6,26,19,12,3,12,14,26,55,22,53
89,80,20,21,4,4,38,26,18,15,19,25,14,19,9,9,6,12,14,10,3,1,18,13,33,62,29,69
99,109,20,25,7,12,34,39,21,18,25,25,19,21,12,12,9,10,15,21,4,8,13,15,34,74,32,67
100,111,23,27,4,6,32,40,18,14,18,25,8,21,8,17,8,6,22,32,10,12,13,12,31,67,27,60
107,98,26,32,9,5,28,32,16,17,20,22,14,11,14,20,6,9,24,19,9,5,16,17,33,66,36,75
115,110,27,19,2,11,30,33,16,20,23,26,20,21,14,14,9,10,18,21,9,7,13,16,34,72,34,62
76,93,17,26,7,5,33,35,12,14,15,13,8,9,12,18,3,12,19,20,6,8,14,7,25,60,30,73
120,81,34,14,1,2,37,25,19,15,13,15,7,11,15,5,8,8,43,21,19,6,17,18,28,43,26,55
109,95,27,18,5,7,36,26,19,23,23,24,18,21,14,9,5,7,20,19,7,8,14,13,35,62,25,60
96,86,25,24,4,2,42,29,17,23,16,17,15,8,3,12,5,8,20,22,5,6,16,16,33,58,30,66
115,86,30,15,5,4,29,19,27,25,29,33,20,27,15,9,12,12,15,14,5,3,18,23,40,62,25,56
105,99,25,24,6,2,39,27,17,22,28,16,19,13,10,10,2,9,18,19,10,8,16,4,28,57,31,71
113,93,34,22,3,1,33,33,24,21,20,24,14,18,14,15,5,7,19,15,9,5,13,12,36,70,30,71
106,104,23,27,2,2,23,28,22,26,27,21,23,15,6,13,8,9,18,21,11,9,17,20,25,54,31,58
97,98,26,24,8,3,37,34,18,15,15,22,10,14,10,7,10,9,14,20,5,6,14,14,36,78,33,63
85,100,15,19,3,4,24,27,24,23,32,23,25,17,14,7,10,10,18,12,4,3,15,12,24,57,37,63
99,94,23,13,5,5,27,28,18,24,24,20,16,18,12,12,6,8,12,25,1,8,11,13,40,69,26,55
98,91,25,13,8,4,36,24,19,21,18,25,15,18,5,15,8,11,12,20,7,3,20,13,31,60,32,67
99,85,22,15,2,5,32,26,16,13,16,12,13,6,14,17,6,10,34,13,14,3,15,12,22,45,35,77
78,61,26,20,7,2,39,36,10,5,5,8,3,6,7,10,8,5,20,12,3,1,11,12,33,59,26,68
112,91,25,21,8,9,40,34,19,18,27,20,20,16,8,6,11,7,25,16,10,3,11,14,31,62,33,71
98,100,23,23,2,8,19,31,20,24,19,16,15,11,10,8,13,5,13,18,3,7,12,28,37,72,34,52
98,90,27,21,8,6,31,35,16,24,27,15,17,12,13,9,11,6,12,17,7,4,12,20,30,72,33,62
111,101,23,18,8,6,34,23,19,25,34,22,27,19,13,12,6,7,14,16,6,4,16,10,33,60,35,72
90,96,15,19,0,2,20,29,20,23,17,22,15,18,14,11,7,9,9,10,3,4,16,21,33,73,33,63
83,92,16,20,5,5,32,35,18,18,19,18,15,15,20,5,7,5,23,13,6,3,16,13,25,66,34,69
112,104,26,27,12,11,37,32,19,28,37,11,27,5,16,12,9,6,16,16,5,3,17,16,35,75,45,84
114,103,28,26,8,3,32,34,26,33,40,28,31,23,5,5,7,5,25,21,11,8,12,16,25,50,28,60
140,109,35,21,2,5,34,29,24,26,35,30,25,24,14,11,6,2,40,15,23,3,8,12,23,51,38,71
122,95,33,21,5,5,35,28,20,10,13,25,9,15,10,9,6,5,24,15,9,6,6,13,43,68,31,64
103,92,28,28,5,4,40,29,16,19,23,16,17,11,6,9,4,6,24,12,10,5,13,8,28,50,33,72
114,108,23,19,6,2,30,31,16,26,28,25,24,21,8,8,9,6,23,25,10,9,10,16,30,59,30,55
93,84,24,19,7,4,24,29,17,17,17,15,11,13,9,11,10,4,14,15,4,1,11,16,35,61,34,63
100,86,23,15,12,9,33,28,23,21,26,29,17,22,17,9,9,12,10,19,5,6,19,16,34,71,23,63
76,86,16,17,5,6,36,35,20,16,14,22,10,14,14,13,6,16,20,18,6,6,18,14,24,67,27,64
105,99,22,20,3,1,35,35,16,20,19,19,13,17,11,7,5,6,20,30,10,10,8,6,31,66,26,54
90,93,28,22,7,5,27,31,29,19,21,25,15,19,14,15,7,6,17,16,3,6,14,13,33,66,28,66
95,99,18,21,2,5,31,35,23,20,26,30,23,25,12,6,12,4,18,19,4,4,15,13,30,64,31,54
69,88,20,20,8,5,36,38,17,8,7,25,5,19,17,16,7,10,8,17,2,5,15,8,29,82,27,65
119,98,29,25,16,4,40,36,12,15,20,16,15,12,10,13,12,7,23,20,8,10,12,19,40,72,28,73
94,104,16,24,5,5,37,34,19,22,23,21,20,20,12,7,7,13,18,25,8,10,15,13,25,63,27,56
106,96,23,14,4,3,31,29,17,12,14,23,11,19,7,12,3,5,20,28,11,9,10,9,31,59,25,56
116,95,25,16,5,3,36,30,28,19,25,30,19,18,12,13,10,2,11,23,5,5,9,12,41,76,31,64
128,96,29,26,8,4,30,18,16,16,23,14,19,10,16,16,11,5,19,27,9,10,10,14,41,67,28,64
93,100,30,23,4,10,38,40,20,17,19,25,13,20,8,6,10,6,14,26,4,8,10,13,34,75,28,54
119,108,23,30,3,7,25,30,15,26,41,13,34,10,7,9,10,3,14,21,7,8,6,19,32,66,37,65
99,93,26,18,5,3,35,27,22,25,23,20,19,15,8,7,5,6,20,17,8,6,13,15,28,58,30,58
100,111,30,24,6,5,28,33,15,19,23,18,17,12,5,11,8,4,24,16,13,9,17,13,22,50,36,70
111,89,22,23,4,5,28,24,21,24,32,19,24,14,8,11,11,9,27,16,15,7,13,18,21,41,27,61
89,93,21,25,10,2,24,26,22,16,17,18,11,16,13,15,4,6,16,12,4,5,12,9,33,62,31,67
98,100,23,19,7,9,32,29,22,31,28,19,19,14,10,17,6,9,22,9,9,2,18,14,26,56,40,87
119,109,26,20,4,9,34,24,20,16,20,30,17,25,15,9,5,8,22,24,10,10,12,7,36,67,27,57
118,103,27,21,9,4,32,25,19,12,16,20,12,15,7,15,5,4,26,26,12,8,10,11,35,53,32,62
127,96,29,18,11,4,30,28,20,18,18,15,13,11,10,11,10,4,21,18,14,7,8,16,36,66,32,65
94,100,19,19,2,6,29,32,18,19,27,20,19,16,12,10,6,5,13,26,1,8,9,8,36,67,30,55
89,74,19,17,4,5,40,37,25,14,11,32,10,19,5,10,11,9,16,18,7,5,12,15,29,64,20,58
100,105,19,25,7,2,30,35,14,20,28,19,25,15,12,11,12,11,17,17,7,8,13,20,27,69,33,66
103,111,24,23,5,8,27,31,23,21,26,34,20,25,11,15,9,9,20,17,9,6,15,20,28,64,34,63
120,109,27,23,6,7,28,28,24,27,35,26,24,25,16,11,11,8,19,15,8,4,16,18,36,66,36,67
116,91,25,12,6,1,38,35,23,26,38,24,29,17,6,17,9,4,20,16,11,6,10,15,27,57,28,73
87,76,24,20,2,3,44,28,19,17,10,23,7,20,16,12,2,5,16,16,2,2,11,7,37,77,25,72
118,114,34,25,8,11,43,50,19,19,24,17,19,10,8,15,14,10,30,26,13,8,16,21,30,78,40,87
105,88,30,24,4,2,23,23,24,20,22,25,17,16,13,10,12,7,13,16,6,4,13,19,35,66,30,53
107,97,19,16,6,3,28,24,27,17,14,26,13,20,10,5,10,9,16,12,6,7,11,14,38,64,28,58
117,111,22,29,2,7,31,29,21,21,27,17,26,13,15,14,9,6,20,33,11,10,13,15,29,67,34,56
88,102,11,21,3,6,25,30,18,19,18,16,15,10,10,13,10,10,23,28,7,10,16,14,26,51,31,52
110,104,34,31,3,3,33,33,16,13,18,12,11,10,17,5,5,4,15,27,5,10,10,14,42,78,32,56
86,111,12,22,4,3,27,22,17,14,17,20,12,13,12,6,2,10,19,19,6,12,16,5,28,53,31,54
102,89,24,16,4,7,27,27,21,17,18,25,14,16,12,6,7,3,16,12,8,5,11,17,32,62,29,56
69,97,18,23,8,9,36,35,22,7,5,27,5,20,17,5,6,15,14,17,4,9,22,13,26,77,25,59
94,91,22,26,7,7,37,36,19,24,30,26,20,21,10,8,6,6,18,14,8,6,10,10,25,59,26,63
90,102,23,29,5,4,26,40,17,16,22,17,13,14,17,7,13,7,23,12,5,4,9,19,31,72,38,62
89,103,18,21,5,1,32,24,23,18,20,20,13,17,17,2,7,10,12,16,2,8,19,8,35,66,31,59
92,100,24,25,7,6,22,26,15,17,11,17,7,14,9,10,12,10,18,14,5,8,20,20,35,61,31,61
101,105,25,26,3,2,29,40,20,20,20,23,16,16,8,8,9,7,21,26,9,9,11,18,29,68,31,51
84,89,16,9,7,6,36,41,26,21,18,32,13,23,17,11,6,6,22,12,5,4,8,11,28,74,27,68
86,105,21,26,3,10,27,39,16,25,33,14,23,13,14,10,13,7,19,21,5,10,13,14,24,62,31,62
90,107,27,29,0,7,21,32,18,16,16,22,11,11,16,11,8,8,18,19,9,8,13,13,26,66,36,56
108,101,21,20,4,2,32,24,22,24,24,24,20,17,7,12,5,12,13,16,6,4,19,14,35,62,36,70
117,104,22,15,7,2,22,21,21,18,27,20,23,18,10,4,9,3,19,24,8,8,9,14,35,55,31,49
109,94,25,15,3,13,22,19,21,16,22,23,18,13,16,7,14,11,19,15,7,5,17,20,35,68,33,53
91,85,23,27,5,8,36,36,15,21,18,17,12,12,12,12,9,10,21,13,7,3,19,19,29,62,32,72
109,108,23,24,5,5,23,27,21,20,23,20,21,14,15,18,10,13,21,16,10,6,17,18,29,62,38,69
107,116,25,32,6,3,38,38,22,21,31,25,23,20,8,10,6,8,20,34,8,10,13,11,30,64,33,57
94,92,21,18,10,4,25,30,21,22,21,24,16,20,16,11,9,5,18,13,4,4,13,14,33,70,30,63
95,96,24,25,4,10,32,33,15,15,15,18,13,15,16,11,7,7,11,19,2,5,10,12,38,86,33,65
71,69,18,15,4,4,31,36,21,19,12,17,10,12,8,13,9,5,15,17,5,3,10,20,23,61,24,57
106,96,28,18,6,2,31,28,19,23,26,22,19,19,6,13,12,10,32,24,13,5,18,21,24,43,31,58
99,63,26,19,6,9,37,29,13,12,18,13,12,13,15,6,7,4,12,17,5,2,6,16,36,75,22,57
88,92,12,12,2,8,32,27,21,20,32,24,23,21,20,8,7,3,25,21,9,9,11,10,19,54,22,52
76,108,18,32,2,3,34,37,21,12,9,23,5,16,7,17,7,6,14,34,3,10,15,9,31,68,31,58
123,100,27,17,10,2,36,32,27,22,26,36,24,30,15,12,12,8,34,16,13,4,12,18,30,58,29,64
119,108,29,25,3,5,26,18,21,24,30,22,21,12,11,11,5,8,27,17,16,12,13,14,25,48,30,62
101,77,24,14,9,8,35,29,21,20,19,28,13,20,18,16,7,5,19,16,6,5,7,16,35,76,21,66
96,85,19,22,4,3,34,27,20,18,25,22,17,14,14,5,10,7,18,11,9,3,17,17,26,61,31,59
93,97,18,20,3,9,35,40,19,22,38,25,30,19,14,13,8,7,22,11,5,2,10,14,24,63,36,76
101,125,30,25,2,8,27,30,17,25,27,22,19,17,10,17,9,9,20,30,6,16,16,14,32,55,30,59
100,110,16,23,5,4,30,33,23,29,34,22,33,17,5,13,5,10,13,29,3,11,16,14,29,60,30,59
87,96,23,30,7,6,28,33,16,19,20,17,13,13,11,14,8,10,17,13,4,5,15,15,31,67,34,71
115,101,23,17,8,3,27,29,23,23,34,24,27,18,8,13,8,5,21,17,10,5,11,13,29,57,34,66
102,108,21,25,2,8,32,39,23,21,29,35,25,28,12,7,8,9,25,30,9,10,10,17,25,67,25,46
92,105,26,18,2,5,33,35,21,18,17,27,14,20,13,10,7,6,25,24,4,9,15,17,33,64,29,57
113,111,25,23,4,10,32,31,17,21,23,18,17,12,17,12,6,4,19,20,10,7,15,8,33,72,39,76
97,90,21,22,3,2,36,31,17,24,36,16,24,13,10,8,7,6,20,20,7,7,7,12,26,57,28,59
91,105,28,29,4,7,23,32,18,20,10,20,6,12,6,12,7,14,20,9,9,3,17,16,29,62,42,71
